Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
5,1627144889625,24/07/2021 16:41:29,1627144934543,1,24/07/2021 17:42:14,53563,19,task-ptdz,,14558595,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1966.8999998569489,,,Right,1,0,1,0,,,,,,response,
6,1627144889687,24/07/2021 16:41:29,1627144934549,1,24/07/2021 17:42:14,53563,19,task-ptdz,,14558595,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,END TASK,,,,,59421,,,,,0,1,0,,,,,,,
1,1627152620307,24/07/2021 18:50:20,1627152624865,1,24/07/2021 19:50:24,53563,19,task-ptdz,,14560447,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627152622412,24/07/2021 18:50:22,1627152626999,1,24/07/2021 19:50:26,53563,19,task-ptdz,,14560447,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1966.9000000953674,,,,,0,1,0,,,,,,intro,
3,1627152629966,24/07/2021 18:50:29,1627152634511,1,24/07/2021 19:50:34,53563,19,task-ptdz,,14560447,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,7490.599999904633,,,,,0,1,0,,,,,,video,
4,1627152634677,24/07/2021 18:50:34,1627152639218,1,24/07/2021 19:50:39,53563,19,task-ptdz,,14560447,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4674.400000095367,,,,,0,1,0,,,,,,instructions,
5,1627152640837,24/07/2021 18:50:40,1627152645385,1,24/07/2021 19:50:45,53563,19,task-ptdz,,14560447,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,6148.200000286102,,,Right,1,0,1,0,,,,,,response,
6,1627152640910,24/07/2021 18:50:40,1627152645389,1,24/07/2021 19:50:45,53563,19,task-ptdz,,14560447,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,END TASK,,,,,20523,,,,,0,1,0,,,,,,,
1,1627152695392,24/07/2021 18:51:35,1627152741054,1,24/07/2021 19:52:21,53563,19,task-ptdz,,14560478,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1536x754,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627152697984,24/07/2021 18:51:37,1627152743683,1,24/07/2021 19:52:23,53563,19,task-ptdz,,14560478,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2535.9000000000233,,,,,0,1,0,,,,,,intro,
3,1627152730468,24/07/2021 18:52:10,1627152776187,1,24/07/2021 19:52:56,53563,19,task-ptdz,,14560478,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,32482.900000000023,,,,,0,1,0,,,,,,video,
4,1627152784267,24/07/2021 18:53:04,1627152829978,1,24/07/2021 19:53:49,53563,19,task-ptdz,,14560478,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,53772.899999999965,,,,,0,1,0,,,,,,instructions,
5,1627152811626,24/07/2021 18:53:31,1627152857344,1,24/07/2021 19:54:17,53563,19,task-ptdz,,14560478,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,27353.900000000023,,,Left,1,0,1,0,,,,,,response,
6,1627152811679,24/07/2021 18:53:31,1627152857347,1,24/07/2021 19:54:17,53563,19,task-ptdz,,14560478,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,,,END TASK,,,,,116293,,,,,0,1,0,,,,,,,
1,1627180025713,25/07/2021 02:27:05,1627180025584,-4,24/07/2021 22:27:05,53563,19,task-ptdz,,14563902,oj3u7uk0,4334401,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 91.0.4472.124,1680x1050,1680x868,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627180031780,25/07/2021 02:27:11,1627180031699,-4,24/07/2021 22:27:11,53563,19,task-ptdz,,14563902,oj3u7uk0,4334401,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 91.0.4472.124,1680x1050,1680x868,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6003.199999809265,,,,,0,1,0,,,,,,intro,
3,1627180302996,25/07/2021 02:31:42,1627180302662,-4,24/07/2021 22:31:42,53563,19,task-ptdz,,14563902,oj3u7uk0,4334401,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 91.0.4472.124,1680x1050,1680x868,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,268945.19999980927,,,,,0,1,0,,,,,,video,
4,1627180308014,25/07/2021 02:31:48,1627180307935,-4,24/07/2021 22:31:47,53563,19,task-ptdz,,14563902,oj3u7uk0,4334401,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 91.0.4472.124,1680x1050,1680x868,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5252.099999904633,,,,,0,1,0,,,,,,instructions,
5,1627180310508,25/07/2021 02:31:50,1627180310424,-4,24/07/2021 22:31:50,53563,19,task-ptdz,,14563902,oj3u7uk0,4334401,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 91.0.4472.124,1680x1050,1680x868,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2469.0999999046326,,,Right,1,0,1,0,,,,,,response,
6,1627180310726,25/07/2021 02:31:50,1627180310427,-4,24/07/2021 22:31:50,53563,19,task-ptdz,,14563902,oj3u7uk0,4334401,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 91.0.4472.124,1680x1050,1680x868,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,END TASK,,,,,284843,,,,,0,1,0,,,,,,,
1,1627208183376,25/07/2021 10:16:23,1627208183760,1,25/07/2021 11:16:23,53563,19,task-ptdz,,14565473,sabbngj0,4334877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x702,,Eye dominance,4,bothFirst,173,Right,173,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627208186864,25/07/2021 10:16:26,1627208187307,1,25/07/2021 11:16:27,53563,19,task-ptdz,,14565473,sabbngj0,4334877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x702,,Eye dominance,4,bothFirst,173,Right,173,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3510.7999999523163,,,,,0,1,0,,,,,,intro,
3,1627208220726,25/07/2021 10:17:00,1627208221154,1,25/07/2021 11:17:01,53563,19,task-ptdz,,14565473,sabbngj0,4334877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x702,,Eye dominance,4,bothFirst,173,Right,173,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,33831.89999997616,,,,,0,1,0,,,,,,video,
4,1627208223933,25/07/2021 10:17:03,1627208224363,1,25/07/2021 11:17:04,53563,19,task-ptdz,,14565473,sabbngj0,4334877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x702,,Eye dominance,4,bothFirst,173,Right,173,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3198.5,,,,,0,1,0,,,,,,instructions,
5,1627208227373,25/07/2021 10:17:07,1627208227808,1,25/07/2021 11:17:07,53563,19,task-ptdz,,14565473,sabbngj0,4334877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x702,,Eye dominance,4,bothFirst,173,Right,173,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3432.899999976158,,,Right,1,0,1,0,,,,,,response,
6,1627208227449,25/07/2021 10:17:07,1627208227811,1,25/07/2021 11:17:07,53563,19,task-ptdz,,14565473,sabbngj0,4334877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x702,,Eye dominance,4,bothFirst,173,Right,173,Right,,,,,Spreadsheet1,,,END TASK,,,,,44051,,,,,0,1,0,,,,,,,
1,1627232424695,25/07/2021 17:00:24,1627232424571,-4,25/07/2021 13:00:24,53563,19,task-ptdz,,14570069,emck5ui5,4336146,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1280x800,1260x605,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627235462210,25/07/2021 17:51:02,1627235461808,-4,25/07/2021 13:51:01,53563,19,task-ptdz,,14570069,emck5ui5,4336146,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1280x800,1260x605,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,111152.69999999553,,,,,0,1,0,,,,,,intro,
3,1627235496120,25/07/2021 17:51:36,1627235496042,-4,25/07/2021 13:51:36,53563,19,task-ptdz,,14570069,emck5ui5,4336146,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1280x800,1280x688,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,34220.69999999553,,,,,0,1,0,,,,,,video,
4,1627235497384,25/07/2021 17:51:37,1627235497302,-4,25/07/2021 13:51:37,53563,19,task-ptdz,,14570069,emck5ui5,4336146,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1280x800,1280x688,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1250.7999999970198,,,,,0,1,0,,,,,,instructions,
5,1627235501419,25/07/2021 17:51:41,1627235501192,-4,25/07/2021 13:51:41,53563,19,task-ptdz,,14570069,emck5ui5,4336146,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1280x800,1280x688,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3880.5,,,Right,1,0,1,0,,,,,,response,
6,1627235501571,25/07/2021 17:51:41,1627235501194,-4,25/07/2021 13:51:41,53563,19,task-ptdz,,14570069,emck5ui5,4336146,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1280x800,1280x688,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,,,END TASK,,,,,3076623,,,,,0,1,0,,,,,,,
1,1627233687166,25/07/2021 17:21:27,1627233687034,-4,25/07/2021 13:21:27,53563,19,task-ptdz,,14570282,1kvxh7q0,4336342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1792x1120,1790x960,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627233691725,25/07/2021 17:21:31,1627233691630,-4,25/07/2021 13:21:31,53563,19,task-ptdz,,14570282,1kvxh7q0,4336342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1792x1120,1790x960,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4562,,,,,0,1,0,,,,,,intro,
3,1627233725363,25/07/2021 17:22:05,1627233725261,-4,25/07/2021 13:22:05,53563,19,task-ptdz,,14570282,1kvxh7q0,4336342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1792x1120,1790x960,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,33621,,,,,0,1,0,,,,,,video,
4,1627233731946,25/07/2021 17:22:11,1627233731867,-4,25/07/2021 13:22:11,53563,19,task-ptdz,,14570282,1kvxh7q0,4336342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1792x1120,1790x960,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6600,,,,,0,1,0,,,,,,instructions,
5,1627233733383,25/07/2021 17:22:13,1627233733293,-4,25/07/2021 13:22:13,53563,19,task-ptdz,,14570282,1kvxh7q0,4336342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1792x1120,1790x960,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1410,,,Right,1,0,1,0,,,,,,response,
6,1627233733540,25/07/2021 17:22:13,1627233733296,-4,25/07/2021 13:22:13,53563,19,task-ptdz,,14570282,1kvxh7q0,4336342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1792x1120,1790x960,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,END TASK,,,,,46262,,,,,0,1,0,,,,,,,
1,1627302009230,26/07/2021 12:20:09,1627302009098,-4,26/07/2021 08:20:09,53563,19,task-ptdz,,14583072,17rab9de,4339358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627302015956,26/07/2021 12:20:15,1627302015864,-4,26/07/2021 08:20:15,53563,19,task-ptdz,,14583072,17rab9de,4339358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6727.899999976158,,,,,0,1,0,,,,,,intro,
3,1627302066899,26/07/2021 12:21:06,1627302066831,-4,26/07/2021 08:21:06,53563,19,task-ptdz,,14583072,17rab9de,4339358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,50949.69999998808,,,,,0,1,0,,,,,,video,
4,1627302148559,26/07/2021 12:22:28,1627302148491,-4,26/07/2021 08:22:28,53563,19,task-ptdz,,14583072,17rab9de,4339358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,81635.60000002384,,,,,0,1,0,,,,,,instructions,
5,1627302152936,26/07/2021 12:22:32,1627302152869,-4,26/07/2021 08:22:32,53563,19,task-ptdz,,14583072,17rab9de,4339358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,4361.899999976158,,,Right,1,0,1,0,,,,,,response,
6,1627302153074,26/07/2021 12:22:33,1627302152872,-4,26/07/2021 08:22:32,53563,19,task-ptdz,,14583072,17rab9de,4339358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,END TASK,,,,,143774,,,,,0,1,0,,,,,,,
1,1627402178949,27/07/2021 16:09:38,1627402178809,2,27/07/2021 18:09:38,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627402182927,27/07/2021 16:09:42,1627402182808,2,27/07/2021 18:09:42,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3959.2999999988824,,,,,0,1,0,,,,,,intro,
3,1627402219345,27/07/2021 16:10:19,1627402219217,2,27/07/2021 18:10:19,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
4,1627402225020,27/07/2021 16:10:25,1627402224914,2,27/07/2021 18:10:24,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,1,0,1,0,,,,,,video,
5,1627402249151,27/07/2021 16:10:49,1627402249050,2,27/07/2021 18:10:49,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,29114.099999999627,,,,,0,1,0,,,,,,video,
6,1627402251248,27/07/2021 16:10:51,1627402251135,2,27/07/2021 18:10:51,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2072.5999999996275,,,,,0,1,0,,,,,,instructions,
7,1627402252438,27/07/2021 16:10:52,1627402252323,2,27/07/2021 18:10:52,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1172.300000000745,,,Left,1,0,1,0,,,,,,response,
8,1627402252548,27/07/2021 16:10:52,1627402252326,2,27/07/2021 18:10:52,53563,19,task-ptdz,,14623123,w62tyqvu,4354253,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x679,,Eye dominance,4,bothFirst,188,Right,188,Right,,,,,Spreadsheet1,,,END TASK,,,,,33109,,,,,0,1,0,,,,,,,
